Order ID,Order Date,Ship Date,Days for Shipment,Ship Mode,Customer ID,Segment,City,Region,Product ID,Category,Total Revenue,Sold Quantity,Discount,Discount Amount,Profit,Profit Margin,Cost of Goods Sold (COGS),Cost per Quantity
CA-2011-159849,2011-09-19,2011-09-19,0,Same Day,JK-15640,Home Office,San Francisco,West,OFF-FA-10000053,Fasteners,$5.67,3,0%,$0.00,$0.11,2%,$5.56,$1.85
CA-2014-101273,2014-08-28,2014-08-31,3,Second Class,ST-20530,Consumer,Port Saint Lucie,South,OFF-AP-10000804,Appliances,$14.34,4,20%,$2.87,$0.90,6%,$13.44,$3.36
CA-2014-106747,2014-07-04,2014-07-05,1,First Class,TS-21505,Consumer,Concord,East,FUR-FU-10004188,Furnishings,$102.30,1,0%,$0.00,$26.60,26%,$75.70,$75.70
CA-2014-146164,2014-12-23,2014-12-27,4,Standard Class,CM-12190,Consumer,Rochester,Central,FUR-TA-10004915,Tables,$607.52,2,0%,$0.00,$97.20,16%,$510.32,$255.16
CA-2014-146164,2014-12-23,2014-12-27,4,Standard Class,CM-12190,Consumer,Rochester,Central,OFF-ST-10001228,Storage,$31.16,2,0%,$0.00,$7.79,25%,$23.37,$11.69
CA-2013-111605,2013-12-28,2014-01-03,6,Standard Class,JW-15955,Consumer,Louisville,South,OFF-LA-10002368,Labels,$2.61,1,0%,$0.00,$1.20,46%,$1.41,$1.41
CA-2011-130673,2011-05-20,2011-05-22,2,Second Class,MC-17590,Corporate,San Marcos,Central,FUR-FU-10003489,Furnishings,$10.33,3,60%,$6.20,-$5.94,-58%,$16.27,$5.42
CA-2011-130673,2011-05-20,2011-05-22,2,Second Class,MC-17590,Corporate,San Marcos,Central,OFF-PA-10000289,Paper,$10.37,2,20%,$2.07,$3.63,35%,$6.74,$3.37
CA-2011-130673,2011-05-20,2011-05-22,2,Second Class,MC-17590,Corporate,San Marcos,Central,TEC-AC-10004227,Accessories,$20.78,2,20%,$4.16,-$3.64,-18%,$24.42,$12.21
CA-2011-130673,2011-05-20,2011-05-22,2,Second Class,MC-17590,Corporate,San Marcos,Central,OFF-ST-10000636,Storage,$66.96,5,20%,$13.39,-$13.39,-20%,$80.35,$16.07
CA-2011-104808,2011-02-05,2011-02-09,4,Second Class,MH-17440,Corporate,Escondido,West,OFF-BI-10003676,Binders,$17.25,2,20%,$3.45,$6.04,35%,$11.21,$5.61
US-2014-132927,2014-12-10,2014-12-16,6,Standard Class,RD-19720,Consumer,Philadelphia,East,OFF-BI-10001116,Binders,$11.09,7,70%,$7.76,-$8.13,-73%,$19.22,$2.75
CA-2014-162012,2014-07-12,2014-07-19,7,Standard Class,KB-16240,Corporate,Los Angeles,West,TEC-AC-10003832,Accessories,"$1,287.45",5,0%,$0.00,$244.62,19%,"$1,042.83",$208.57
CA-2014-162012,2014-07-12,2014-07-19,7,Standard Class,KB-16240,Corporate,Los Angeles,West,OFF-AP-10003040,Appliances,$168.10,5,0%,$0.00,$43.71,26%,$124.39,$24.88
CA-2012-138492,2012-05-15,2012-05-22,7,Standard Class,FC-14335,Corporate,Philadelphia,East,OFF-ST-10002583,Storage,$51.97,2,20%,$10.39,-$10.39,-20%,$62.36,$31.18
CA-2014-145338,2014-01-30,2014-02-02,3,First Class,BD-11770,Consumer,Philadelphia,East,OFF-AR-10002053,Art,$4.77,2,20%,$0.95,$0.48,10%,$4.29,$2.15
CA-2014-126676,2014-09-30,2014-10-02,2,First Class,FH-14365,Corporate,Hempstead,East,OFF-EN-10004846,Envelopes,$7.98,3,0%,$0.00,$3.91,49%,$4.07,$1.36
CA-2014-101700,2014-04-24,2014-04-27,3,First Class,SO-20335,Consumer,Greeley,West,OFF-EN-10003134,Envelopes,$18.69,2,20%,$3.74,$7.01,38%,$11.68,$5.84
CA-2014-101700,2014-04-24,2014-04-27,3,First Class,SO-20335,Consumer,Greeley,West,FUR-FU-10001025,Furnishings,$11.66,3,20%,$2.33,$3.35,29%,$8.31,$2.77
CA-2014-159667,2014-11-10,2014-11-14,4,Standard Class,PM-19135,Home Office,Jacksonville,South,TEC-AC-10002567,Accessories,$191.98,3,20%,$38.40,$38.40,20%,$153.58,$51.19
CA-2014-159667,2014-11-10,2014-11-14,4,Standard Class,PM-19135,Home Office,Jacksonville,South,TEC-PH-10004094,Phones,$499.17,4,20%,$99.83,$31.20,6%,$467.97,$116.99
CA-2011-111934,2011-05-05,2011-05-07,2,First Class,GD-14590,Corporate,Arlington,South,OFF-BI-10004364,Binders,$11.88,2,0%,$0.00,$5.35,45%,$6.53,$3.27
CA-2011-111934,2011-05-05,2011-05-07,2,First Class,GD-14590,Corporate,Arlington,South,OFF-PA-10000474,Paper,$35.44,1,0%,$0.00,$16.66,47%,$18.78,$18.78
US-2013-117387,2013-10-28,2013-11-01,4,Standard Class,PA-19060,Home Office,San Francisco,West,OFF-BI-10004308,Binders,$67.14,4,20%,$13.43,$25.18,38%,$41.96,$10.49
CA-2011-141110,2011-11-26,2011-12-01,5,Standard Class,LS-17200,Corporate,Fresno,West,OFF-BI-10002012,Binders,$4.32,3,20%,$0.86,$1.51,35%,$2.81,$0.94
CA-2011-141110,2011-11-26,2011-12-01,5,Standard Class,LS-17200,Corporate,Fresno,West,OFF-PA-10002586,Paper,$14.94,3,0%,$0.00,$7.02,47%,$7.92,$2.64
CA-2011-141110,2011-11-26,2011-12-01,5,Standard Class,LS-17200,Corporate,Fresno,West,OFF-AP-10000692,Appliances,$40.54,2,0%,$0.00,$11.35,28%,$29.19,$14.59
CA-2011-141110,2011-11-26,2011-12-01,5,Standard Class,LS-17200,Corporate,Fresno,West,OFF-BI-10001553,Binders,$7.31,1,20%,$1.46,$2.56,35%,$4.75,$4.75
US-2011-133949,2011-12-31,2011-12-31,0,Same Day,JL-15175,Home Office,Reno,West,TEC-PH-10004908,Phones,$475.94,7,20%,$95.19,$59.49,13%,$416.45,$59.49
US-2013-116365,2013-01-03,2013-01-08,5,Standard Class,CA-12310,Corporate,San Antonio,Central,TEC-AC-10002217,Accessories,$30.08,2,20%,$6.02,-$5.26,-18%,$35.34,$17.67
US-2013-116365,2013-01-03,2013-01-08,5,Standard Class,CA-12310,Corporate,San Antonio,Central,TEC-AC-10002942,Accessories,$165.60,3,20%,$33.12,-$6.21,-4%,$171.81,$57.27
US-2013-116365,2013-01-03,2013-01-08,5,Standard Class,CA-12310,Corporate,San Antonio,Central,TEC-PH-10002890,Phones,$180.96,5,20%,$36.19,$13.57,8%,$167.39,$33.48
CA-2014-162936,2014-08-19,2014-08-23,4,Standard Class,CM-12160,Consumer,New Bedford,East,TEC-AC-10003614,Accessories,$23.18,2,0%,$0.00,$7.65,33%,$15.53,$7.77
CA-2011-151946,2011-06-04,2011-06-09,5,Standard Class,BT-11440,Consumer,New York City,East,FUR-FU-10002878,Furnishings,$56.96,2,0%,$0.00,$21.08,37%,$35.88,$17.94
CA-2011-151946,2011-06-04,2011-06-09,5,Standard Class,BT-11440,Consumer,New York City,East,OFF-AP-10001626,Appliances,$15.56,4,0%,$0.00,$4.05,26%,$11.51,$2.88
CA-2011-151946,2011-06-04,2011-06-09,5,Standard Class,BT-11440,Consumer,New York City,East,FUR-BO-10003272,Bookcases,$353.57,2,20%,$70.71,-$44.20,-13%,$397.76,$198.88
CA-2011-151946,2011-06-04,2011-06-09,5,Standard Class,BT-11440,Consumer,New York City,East,FUR-FU-10002191,Furnishings,$13.96,2,0%,$0.00,$6.70,48%,$7.26,$3.63
CA-2014-123624,2014-11-14,2014-11-18,4,Second Class,SE-20110,Consumer,Oxnard,West,TEC-AC-10000682,Accessories,$82.95,5,0%,$0.00,$29.03,35%,$53.92,$10.78
CA-2013-146437,2013-01-28,2013-02-01,4,Second Class,HG-14965,Corporate,Los Angeles,West,OFF-AR-10000588,Art,$39.68,2,0%,$0.00,$10.32,26%,$29.36,$14.68
CA-2013-138233,2013-11-10,2013-11-15,5,Standard Class,PF-19165,Consumer,Oakland,West,TEC-AC-10002001,Accessories,$479.97,3,0%,$0.00,$177.59,37%,$302.38,$100.79
CA-2013-165918,2013-09-11,2013-09-15,4,Standard Class,BD-11770,Consumer,Edmonds,West,OFF-LA-10003720,Labels,$7.38,2,0%,$0.00,$3.47,47%,$3.91,$1.96
CA-2013-165918,2013-09-11,2013-09-15,4,Standard Class,BD-11770,Consumer,Edmonds,West,OFF-BI-10004364,Binders,$14.26,3,20%,$2.85,$4.46,31%,$9.80,$3.27
CA-2013-165918,2013-09-11,2013-09-15,4,Standard Class,BD-11770,Consumer,Edmonds,West,OFF-PA-10000100,Paper,$81.98,2,0%,$0.00,$40.17,49%,$41.81,$20.90
CA-2013-165918,2013-09-11,2013-09-15,4,Standard Class,BD-11770,Consumer,Edmonds,West,OFF-BI-10004826,Binders,$39.62,3,20%,$7.92,$13.87,35%,$25.76,$8.59
CA-2014-117513,2014-03-04,2014-03-09,5,Standard Class,BT-11395,Corporate,Los Angeles,West,FUR-TA-10001520,Tables,$399.67,7,20%,$79.93,-$14.99,-4%,$414.66,$59.24
CA-2014-132437,2014-09-09,2014-09-14,5,Second Class,EM-14095,Corporate,New York City,East,OFF-ST-10001031,Storage,$65.12,4,0%,$0.00,$16.93,26%,$48.19,$12.05
US-2014-119319,2014-11-07,2014-11-10,3,Second Class,LC-17050,Consumer,Dallas,Central,FUR-FU-10003878,Furnishings,$30.56,5,60%,$18.34,-$19.86,-65%,$50.42,$10.08
CA-2014-104318,2014-05-14,2014-05-19,5,Standard Class,FH-14275,Corporate,Franklin,South,OFF-AP-10000358,Appliances,$20.77,2,20%,$4.15,$2.34,11%,$18.43,$9.22
US-2013-114230,2013-11-28,2013-12-02,4,Standard Class,CM-12235,Consumer,Phoenix,West,OFF-ST-10000876,Storage,$39.81,4,20%,$7.96,$3.98,10%,$35.83,$8.96
CA-2012-136147,2012-11-13,2012-11-18,5,Standard Class,FM-14380,Consumer,Miami,South,OFF-BI-10004224,Binders,$121.10,6,70%,$84.77,-$100.92,-83%,$222.02,$37.00
CA-2012-136147,2012-11-13,2012-11-18,5,Standard Class,FM-14380,Consumer,Miami,South,TEC-AC-10004568,Accessories,$111.96,5,20%,$22.39,-$1.40,-1%,$113.36,$22.67
CA-2012-156118,2012-12-08,2012-12-12,4,Standard Class,HG-14965,Corporate,Colorado Springs,West,OFF-PA-10000533,Paper,$15.70,3,20%,$3.14,$5.10,33%,$10.59,$3.53
CA-2012-164084,2012-09-07,2012-09-12,5,Standard Class,AG-10525,Corporate,New York City,East,OFF-ST-10003638,Storage,$70.26,3,0%,$0.00,$18.97,27%,$51.29,$17.10
CA-2012-164084,2012-09-07,2012-09-12,5,Standard Class,AG-10525,Corporate,New York City,East,TEC-AC-10002305,Accessories,$90.00,5,0%,$0.00,$16.20,18%,$73.80,$14.76
CA-2012-164084,2012-09-07,2012-09-12,5,Standard Class,AG-10525,Corporate,New York City,East,OFF-BI-10000605,Binders,$6.10,2,20%,$1.22,$2.06,34%,$4.04,$2.02
CA-2012-164084,2012-09-07,2012-09-12,5,Standard Class,AG-10525,Corporate,New York City,East,FUR-TA-10003569,Tables,$481.18,2,40%,$192.47,-$120.29,-25%,$601.47,$300.74
CA-2012-164084,2012-09-07,2012-09-12,5,Standard Class,AG-10525,Corporate,New York City,East,OFF-FA-10003059,Fasteners,$7.24,4,0%,$0.00,$2.39,33%,$4.85,$1.21
CA-2013-107783,2013-07-29,2013-07-30,1,First Class,OT-18730,Consumer,Bethlehem,East,FUR-BO-10004409,Bookcases,$177.45,5,50%,$88.73,-$78.08,-44%,$255.53,$51.11
CA-2013-107783,2013-07-29,2013-07-30,1,First Class,OT-18730,Consumer,Bethlehem,East,OFF-BI-10000545,Binders,"$1,369.76",6,70%,$958.83,-$913.18,-67%,"$2,282.94",$380.49
CA-2013-107783,2013-07-29,2013-07-30,1,First Class,OT-18730,Consumer,Bethlehem,East,OFF-AP-10004052,Appliances,$9.48,3,20%,$1.90,$0.71,8%,$8.77,$2.92
CA-2014-159793,2014-08-26,2014-08-30,4,Standard Class,SV-20365,Consumer,Philadelphia,East,FUR-BO-10001798,Bookcases,$130.98,2,50%,$65.49,-$89.07,-68%,$220.05,$110.02
CA-2011-160094,2011-04-30,2011-05-02,2,First Class,JM-16195,Consumer,Louisville,South,OFF-AR-10004010,Art,$174.95,5,0%,$0.00,$45.49,26%,$129.46,$25.89
CA-2011-160094,2011-04-30,2011-05-02,2,First Class,JM-16195,Consumer,Louisville,South,OFF-ST-10000585,Storage,$826.00,5,0%,$0.00,$214.76,26%,$611.24,$122.25
CA-2014-151281,2014-04-28,2014-05-03,5,Standard Class,HM-14980,Consumer,Seattle,West,FUR-FU-10000397,Furnishings,$139.58,7,0%,$0.00,$39.08,28%,$100.50,$14.36
CA-2014-118346,2014-07-24,2014-07-25,1,First Class,PO-19180,Home Office,Kenosha,Central,TEC-AC-10000736,Accessories,$399.95,5,0%,$0.00,$143.98,36%,$255.97,$51.19
CA-2011-129819,2011-12-13,2011-12-15,2,Second Class,KC-16675,Corporate,Henderson,South,OFF-BI-10004970,Binders,$12.39,3,0%,$0.00,$5.82,47%,$6.57,$2.19
US-2014-148551,2014-01-13,2014-01-17,4,Standard Class,DB-13120,Corporate,Dallas,Central,OFF-BI-10000545,Binders,$760.98,5,80%,$608.78,"-$1,141.47",-150%,"$1,902.45",$380.49
CA-2014-147767,2014-12-03,2014-12-03,0,Same Day,SV-20935,Consumer,Peoria,West,OFF-BI-10001670,Binders,$67.86,6,70%,$47.50,-$45.24,-67%,$113.10,$18.85
CA-2012-108259,2012-11-08,2012-11-15,7,Standard Class,NS-18640,Corporate,Jacksonville,South,OFF-FA-10000624,Fasteners,$31.50,11,20%,$6.30,$11.81,38%,$19.69,$1.79
CA-2012-108259,2012-11-08,2012-11-15,7,Standard Class,NS-18640,Corporate,Jacksonville,South,OFF-LA-10002945,Labels,$5.04,1,20%,$1.01,$1.64,33%,$3.40,$3.40
CA-2012-108259,2012-11-08,2012-11-15,7,Standard Class,NS-18640,Corporate,Jacksonville,South,OFF-BI-10000315,Binders,$39.88,7,70%,$27.92,-$29.24,-73%,$69.12,$9.87
CA-2012-108259,2012-11-08,2012-11-15,7,Standard Class,NS-18640,Corporate,Jacksonville,South,FUR-FU-10000023,Furnishings,$4.71,1,20%,$0.94,$1.41,30%,$3.30,$3.30
CA-2013-113341,2013-11-26,2013-11-30,4,Standard Class,MH-17455,Consumer,Los Angeles,West,FUR-CH-10004698,Chairs,$194.35,3,20%,$38.87,$19.44,10%,$174.92,$58.31
US-2012-131842,2012-12-05,2012-12-08,3,First Class,RR-19525,Corporate,Nashville,South,FUR-CH-10004477,Chairs,$97.42,2,20%,$19.48,$10.96,11%,$86.46,$43.23
CA-2013-164574,2013-07-30,2013-08-04,5,Standard Class,RH-19555,Consumer,Charlotte,South,OFF-ST-10003816,Storage,$704.76,5,20%,$140.95,$26.43,4%,$678.33,$135.67
CA-2013-164574,2013-07-30,2013-08-04,5,Standard Class,RH-19555,Consumer,Charlotte,South,OFF-BI-10002429,Binders,$27.40,3,70%,$19.18,-$20.09,-73%,$47.49,$15.83
CA-2011-142769,2011-09-13,2011-09-13,0,Same Day,RP-19390,Consumer,Seattle,West,OFF-FA-10000840,Fasteners,$5.70,5,0%,$0.00,$2.68,47%,$3.02,$0.60
CA-2011-142769,2011-09-13,2011-09-13,0,Same Day,RP-19390,Consumer,Seattle,West,FUR-FU-10001918,Furnishings,$14.19,3,0%,$0.00,$5.53,39%,$8.66,$2.89
CA-2011-142769,2011-09-13,2011-09-13,0,Same Day,RP-19390,Consumer,Seattle,West,OFF-SU-10001574,Supplies,$7.30,2,0%,$0.00,$2.19,30%,$5.11,$2.56
CA-2011-142769,2011-09-13,2011-09-13,0,Same Day,RP-19390,Consumer,Seattle,West,TEC-AC-10001606,Accessories,$199.98,2,0%,$0.00,$75.99,38%,$123.99,$61.99
CA-2011-142769,2011-09-13,2011-09-13,0,Same Day,RP-19390,Consumer,Seattle,West,TEC-AC-10003399,Accessories,$144.96,4,0%,$0.00,$60.88,42%,$84.08,$21.02
CA-2011-142769,2011-09-13,2011-09-13,0,Same Day,RP-19390,Consumer,Seattle,West,TEC-AC-10000865,Accessories,$118.00,2,0%,$0.00,$20.06,17%,$97.94,$48.97
CA-2011-142769,2011-09-13,2011-09-13,0,Same Day,RP-19390,Consumer,Seattle,West,OFF-PA-10002923,Paper,$48.94,1,0%,$0.00,$24.47,50%,$24.47,$24.47
CA-2011-142769,2011-09-13,2011-09-13,0,Same Day,RP-19390,Consumer,Seattle,West,OFF-AP-10004785,Appliances,$22.66,2,0%,$0.00,$9.74,43%,$12.92,$6.46
CA-2013-168361,2013-06-22,2013-06-26,4,Standard Class,KB-16600,Corporate,Chicago,Central,OFF-BI-10003727,Binders,$0.84,1,80%,$0.67,-$1.34,-160%,$2.17,$2.17
CA-2013-153185,2013-09-04,2013-09-09,5,Standard Class,MH-17620,Corporate,Cincinnati,East,OFF-PA-10002246,Paper,$30.96,6,20%,$6.19,$11.22,36%,$19.74,$3.29
CA-2014-124765,2014-11-26,2014-12-01,5,Standard Class,HZ-14950,Consumer,Fort Lauderdale,South,FUR-BO-10003965,Bookcases,$723.92,5,20%,$144.78,-$81.44,-11%,$805.36,$161.07
CA-2012-131856,2012-05-12,2012-05-17,5,Standard Class,JG-15160,Consumer,Houston,Central,FUR-FU-10000175,Furnishings,$21.97,4,60%,$13.18,-$15.93,-73%,$37.89,$9.47
CA-2012-131856,2012-05-12,2012-05-17,5,Standard Class,JG-15160,Consumer,Houston,Central,TEC-PH-10001336,Phones,$619.15,6,20%,$123.83,$69.65,11%,$549.50,$91.58
CA-2012-131856,2012-05-12,2012-05-17,5,Standard Class,JG-15160,Consumer,Houston,Central,OFF-PA-10001954,Paper,$127.90,7,20%,$25.58,$41.57,33%,$86.34,$12.33
CA-2014-126634,2014-03-31,2014-04-02,2,Second Class,AB-10165,Consumer,Lakewood,West,FUR-FU-10004973,Furnishings,$94.20,5,0%,$0.00,$39.56,42%,$54.64,$10.93
CA-2013-118500,2013-11-18,2013-11-19,1,First Class,HJ-14875,Home Office,San Francisco,West,OFF-SU-10004231,Supplies,$49.50,5,0%,$0.00,$13.37,27%,$36.14,$7.23
CA-2013-163951,2013-12-31,2014-01-03,3,First Class,CJ-11875,Corporate,Philadelphia,East,OFF-AR-10004269,Art,$16.52,5,20%,$3.30,$1.65,10%,$14.87,$2.97
CA-2013-149916,2013-12-23,2013-12-25,2,Second Class,ED-13885,Home Office,Seattle,West,OFF-BI-10004002,Binders,$55.36,4,20%,$11.07,$19.38,35%,$35.98,$9.00
CA-2013-149916,2013-12-23,2013-12-25,2,Second Class,ED-13885,Home Office,Seattle,West,TEC-MA-10000752,Machines,$11.56,1,20%,$2.31,$3.76,33%,$7.80,$7.80
CA-2012-158918,2012-12-20,2012-12-25,5,Second Class,AI-10855,Consumer,Los Angeles,West,OFF-PA-10004947,Paper,$17.12,4,0%,$0.00,$7.70,45%,$9.42,$2.35
US-2011-159611,2011-12-27,2012-01-01,5,Second Class,KB-16315,Consumer,Cleveland,East,FUR-FU-10004904,Furnishings,$182.35,3,20%,$36.47,-$18.24,-10%,$200.59,$66.86
US-2011-159611,2011-12-27,2012-01-01,5,Second Class,KB-16315,Consumer,Cleveland,East,OFF-ST-10002790,Storage,$118.16,2,20%,$23.63,-$25.11,-21%,$143.27,$71.63
CA-2014-163265,2014-02-17,2014-02-22,5,Standard Class,JS-16030,Consumer,Decatur,Central,OFF-FA-10004854,Fasteners,$18.37,2,20%,$3.67,$6.20,34%,$12.17,$6.08
CA-2014-163265,2014-02-17,2014-02-22,5,Standard Class,JS-16030,Consumer,Decatur,Central,FUR-CH-10004063,Chairs,$600.56,3,30%,$180.17,-$8.58,-1%,$609.14,$203.05
CA-2014-163265,2014-02-17,2014-02-22,5,Standard Class,JS-16030,Consumer,Decatur,Central,OFF-ST-10000642,Storage,$50.35,3,20%,$10.07,-$8.18,-16%,$58.53,$19.51
CA-2014-163265,2014-02-17,2014-02-22,5,Standard Class,JS-16030,Consumer,Decatur,Central,OFF-AR-10004078,Art,$28.03,6,20%,$5.61,$3.50,13%,$24.53,$4.09
CA-2014-163265,2014-02-17,2014-02-22,5,Standard Class,JS-16030,Consumer,Decatur,Central,FUR-FU-10004270,Furnishings,$7.69,1,60%,$4.62,-$3.65,-48%,$11.35,$11.35
CA-2014-141705,2014-10-25,2014-10-27,2,First Class,PO-18850,Consumer,Mansfield,Central,FUR-TA-10004607,Tables,$517.41,5,30%,$155.22,-$81.31,-16%,$598.71,$119.74
CA-2013-112739,2013-09-03,2013-09-08,5,Second Class,RD-19810,Home Office,Houston,Central,OFF-BI-10001132,Binders,$8.61,8,80%,$6.89,-$13.34,-155%,$21.95,$2.74
CA-2013-112739,2013-09-03,2013-09-08,5,Second Class,RD-19810,Home Office,Houston,Central,TEC-AC-10001714,Accessories,$159.56,5,20%,$31.91,$33.91,21%,$125.65,$25.13
CA-2013-143805,2013-12-02,2013-12-04,2,Second Class,JD-15895,Corporate,Richmond,South,OFF-AP-10002945,Appliances,"$2,104.55",7,0%,$0.00,$694.50,33%,"$1,410.05",$201.44
CA-2013-143805,2013-12-02,2013-12-04,2,Second Class,JD-15895,Corporate,Richmond,South,OFF-SU-10004664,Supplies,$40.70,5,0%,$0.00,$11.80,29%,$28.90,$5.78
CA-2011-133634,2011-11-05,2011-11-10,5,Standard Class,SR-20740,Home Office,Arlington,South,TEC-AC-10002550,Accessories,$47.79,3,0%,$0.00,$16.25,34%,$31.54,$10.51
CA-2014-101665,2014-11-26,2014-12-02,6,Standard Class,TZ-21580,Consumer,San Francisco,West,OFF-AR-10002335,Art,$5.16,2,0%,$0.00,$1.34,26%,$3.82,$1.91
CA-2013-155446,2013-12-17,2013-12-24,7,Standard Class,TN-21040,Home Office,San Diego,West,TEC-AC-10001445,Accessories,$21.21,7,0%,$0.00,$4.45,21%,$16.76,$2.39
CA-2014-137323,2014-11-15,2014-11-19,4,Second Class,PW-19030,Corporate,Watertown,East,OFF-ST-10003996,Storage,$96.36,6,0%,$0.00,$25.05,26%,$71.31,$11.88
CA-2013-144015,2013-06-27,2013-06-27,0,Same Day,AH-10075,Corporate,Los Angeles,West,OFF-SU-10003505,Supplies,$231.72,2,0%,$0.00,$11.59,5%,$220.13,$110.07
CA-2013-144015,2013-06-27,2013-06-27,0,Same Day,AH-10075,Corporate,Los Angeles,West,OFF-FA-10000624,Fasteners,$17.90,5,0%,$0.00,$8.95,50%,$8.95,$1.79
CA-2013-144015,2013-06-27,2013-06-27,0,Same Day,AH-10075,Corporate,Los Angeles,West,OFF-PA-10002870,Paper,$12.48,2,0%,$0.00,$5.62,45%,$6.86,$3.43
CA-2011-101427,2011-12-26,2011-12-30,4,Standard Class,AY-10555,Corporate,Philadelphia,East,OFF-AR-10002257,Art,$8.02,3,20%,$1.60,$1.10,14%,$6.91,$2.30
CA-2013-136770,2013-08-15,2013-08-19,4,Standard Class,SP-20650,Corporate,Akron,East,TEC-PH-10003580,Phones,$259.90,2,40%,$103.96,-$56.31,-22%,$316.21,$158.10
CA-2013-136770,2013-08-15,2013-08-19,4,Standard Class,SP-20650,Corporate,Akron,East,TEC-PH-10001530,Phones,$247.19,2,40%,$98.88,-$49.44,-20%,$296.63,$148.31
CA-2013-136770,2013-08-15,2013-08-19,4,Standard Class,SP-20650,Corporate,Akron,East,TEC-AC-10000420,Accessories,$279.96,5,20%,$55.99,$48.99,18%,$230.97,$46.19
CA-2013-118311,2013-10-25,2013-10-29,4,Standard Class,ED-13885,Home Office,San Francisco,West,TEC-AC-10000892,Accessories,$450.00,5,0%,$0.00,$162.00,36%,$288.00,$57.60
US-2011-112795,2011-08-23,2011-08-28,5,Second Class,CR-12625,Home Office,Grand Rapids,Central,OFF-PA-10001934,Paper,$19.44,3,0%,$0.00,$9.53,49%,$9.91,$3.30
CA-2014-127096,2014-09-16,2014-09-18,2,Second Class,CS-12400,Home Office,San Francisco,West,FUR-TA-10003473,Tables,$300.90,1,20%,$60.18,$11.28,4%,$289.62,$289.62
CA-2014-119284,2014-06-16,2014-06-21,5,Standard Class,TS-21205,Corporate,Nashville,South,TEC-PH-10001051,Phones,$239.98,3,20%,$48.00,$27.00,11%,$212.98,$70.99
CA-2014-119284,2014-06-16,2014-06-21,5,Standard Class,TS-21205,Corporate,Nashville,South,FUR-FU-10004351,Furnishings,$31.17,4,20%,$6.23,$9.35,30%,$21.82,$5.45
CA-2014-119284,2014-06-16,2014-06-21,5,Standard Class,TS-21205,Corporate,Nashville,South,FUR-TA-10004152,Tables,$120.96,2,40%,$48.38,-$28.22,-23%,$149.18,$74.59
CA-2014-119284,2014-06-16,2014-06-21,5,Standard Class,TS-21205,Corporate,Nashville,South,TEC-PH-10000560,Phones,"$2,239.94",8,20%,$447.99,$223.99,10%,"$2,015.94",$251.99
CA-2014-119284,2014-06-16,2014-06-21,5,Standard Class,TS-21205,Corporate,Nashville,South,OFF-AP-10004249,Appliances,$76.61,8,20%,$15.32,$6.70,9%,$69.90,$8.74
CA-2014-119284,2014-06-16,2014-06-21,5,Standard Class,TS-21205,Corporate,Nashville,South,OFF-ST-10001490,Storage,$142.78,1,20%,$28.56,$17.85,13%,$124.93,$124.93
CA-2014-119284,2014-06-16,2014-06-21,5,Standard Class,TS-21205,Corporate,Nashville,South,OFF-PA-10000312,Paper,$91.36,5,20%,$18.27,$29.69,33%,$61.67,$12.33
CA-2012-133494,2012-03-01,2012-03-05,4,Standard Class,RP-19390,Consumer,Philadelphia,East,OFF-AP-10002906,Appliances,$3.55,2,20%,$0.71,$0.44,13%,$3.11,$1.55
CA-2013-111318,2013-07-24,2013-07-27,3,First Class,IL-15100,Consumer,Houston,Central,TEC-PH-10004100,Phones,$115.14,8,20%,$23.03,$11.51,10%,$103.62,$12.95
US-2011-132745,2011-10-01,2011-10-05,4,Standard Class,NF-18475,Home Office,Reno,West,OFF-FA-10000254,Fasteners,$4.71,1,0%,$0.00,$0.00,0%,$4.71,$4.71
CA-2011-146815,2011-09-08,2011-09-13,5,Standard Class,PP-18955,Home Office,New York City,East,FUR-CH-10004289,Chairs,$172.76,2,10%,$17.28,$13.44,8%,$159.33,$79.66
CA-2011-146815,2011-09-08,2011-09-13,5,Standard Class,PP-18955,Home Office,New York City,East,OFF-AR-10003469,Art,$3.52,2,0%,$0.00,$1.69,48%,$1.83,$0.92
CA-2011-119144,2011-11-16,2011-11-18,2,First Class,JD-16150,Corporate,Los Angeles,West,TEC-PH-10004188,Phones,$79.97,4,20%,$15.99,-$17.99,-23%,$97.96,$24.49
CA-2011-119144,2011-11-16,2011-11-18,2,First Class,JD-16150,Corporate,Los Angeles,West,FUR-BO-10004015,Bookcases,$305.97,3,15%,$45.90,$25.20,8%,$280.78,$93.59
CA-2011-119144,2011-11-16,2011-11-18,2,First Class,JD-16150,Corporate,Los Angeles,West,OFF-ST-10000991,Storage,$344.91,3,0%,$0.00,$10.35,3%,$334.56,$111.52
CA-2011-105648,2011-03-03,2011-03-07,4,Standard Class,EJ-14155,Consumer,San Diego,West,FUR-TA-10002958,Tables,$626.35,3,20%,$125.27,-$23.49,-4%,$649.84,$216.61
US-2012-145422,2012-12-03,2012-12-07,4,Standard Class,PW-19240,Consumer,San Francisco,West,FUR-BO-10002213,Bookcases,$359.50,3,15%,$53.92,-$29.61,-8%,$389.10,$129.70
CA-2014-136623,2014-07-12,2014-07-17,5,Standard Class,TS-21430,Corporate,San Diego,West,TEC-PH-10000004,Phones,$71.95,6,20%,$14.39,$5.40,8%,$66.56,$11.09
CA-2014-136623,2014-07-12,2014-07-17,5,Standard Class,TS-21430,Corporate,San Diego,West,OFF-BI-10003708,Binders,$29.80,5,20%,$5.96,$9.31,31%,$20.49,$4.10
